run_name,weight_path,device,dtype,batch_size,prompt_tokens,max_new_tokens,use_cache,repeats,prefill_seconds,decode_seconds,prefill_tokens_per_second,decode_tokens_per_second,kv_cache_mb_final,max_allocated_gb,max_reserved_gb
stage12_ext80_replay_native_profile_stable,experiments/pretrain/platform_runs/pretrain_stage12_ext80_replay_from_stage11_s512_lr3e7/01_continue/pretrain_stage12_ext80_replay_from_stage11_s512_lr3e7_continue_768.pth,cuda:0,bfloat16,1,128,64,True,3,0.00330930994823575,0.2044381855521351,38678.758412532196,313.05306211338365,4.5,0.17888164520263672,0.3046875
stage12_ext80_replay_native_profile_stable,experiments/pretrain/platform_runs/pretrain_stage12_ext80_replay_from_stage11_s512_lr3e7/01_continue/pretrain_stage12_ext80_replay_from_stage11_s512_lr3e7_continue_768.pth,cuda:0,bfloat16,1,512,64,True,3,0.004150975029915571,0.2065749482717365,123344.5145562376,309.8149148066685,13.5,0.19649410247802734,0.328125
stage12_ext80_replay_native_profile_stable,experiments/pretrain/platform_runs/pretrain_stage12_ext80_replay_from_stage11_s512_lr3e7/01_continue/pretrain_stage12_ext80_replay_from_stage11_s512_lr3e7_continue_768.pth,cuda:0,bfloat16,1,1024,64,True,3,0.003302432014606893,0.20588993630371988,310074.51341035176,310.8456933300032,25.5,0.22243213653564453,0.294921875
stage12_ext80_replay_native_profile_stable,experiments/pretrain/platform_runs/pretrain_stage12_ext80_replay_from_stage11_s512_lr3e7/01_continue/pretrain_stage12_ext80_replay_from_stage11_s512_lr3e7_continue_768.pth,cuda:0,bfloat16,4,128,64,True,3,0.0039015220245346427,0.21846466464921832,131230.83678120957,1171.8142172376067,18.0,0.20926904678344727,0.330078125
stage12_ext80_replay_native_profile_stable,experiments/pretrain/platform_runs/pretrain_stage12_ext80_replay_from_stage11_s512_lr3e7/01_continue/pretrain_stage12_ext80_replay_from_stage11_s512_lr3e7_continue_768.pth,cuda:0,bfloat16,4,512,64,True,3,0.004616521997377276,0.21114884014241397,443624.0098419336,1212.41490044338,54.0,0.2789444923400879,0.314453125
stage12_ext80_replay_native_profile_stable,experiments/pretrain/platform_runs/pretrain_stage12_ext80_replay_from_stage11_s512_lr3e7/01_continue/pretrain_stage12_ext80_replay_from_stage11_s512_lr3e7_continue_768.pth,cuda:0,bfloat16,4,1024,64,True,3,0.0081800069892779,0.2143070911988616,500733.0684886835,1194.547499888608,102.0,0.37906694412231445,0.470703125
