"Process ID","Process Name","Host Name","Kernel Name","Block Size","Grid Size","Device","CC","Invocations","Section Name","Metric Name","Metric Unit","Minimum","Maximum","Average"
"2644508","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","(128, 1, 1)","(1, 2, 8)","0","8.9","8","GPU Speed Of Light Throughput","SM: Memory Throughput Internal Activity","%","0.00","0.00","0.00"
"2644508","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","(128, 1, 1)","(1, 2, 8)","0","8.9","8","GPU Speed Of Light Throughput","SM: Mio2rf Writeback Active","%","0.35","0.36","0.36"
"2644508","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","(128, 1, 1)","(1, 2, 8)","0","8.9","8","GPU Speed Of Light Throughput","SM: Mio Inst Issued","%","0.26","0.27","0.27"
"2644508","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","(128, 1, 1)","(1, 2, 8)","0","8.9","8","GPU Speed Of Light Throughput","SM: Mio Pq Read Cycles Active","%","0.08","0.09","0.09"
"2644508","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","(128, 1, 1)","(1, 2, 8)","0","8.9","8","GPU Speed Of Light Throughput","SM: Mio Pq Write Cycles Active","%","0.09","0.09","0.09"
"2644508","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","(128, 1, 1)","(1, 2, 8)","0","8.9","8","GPU Speed Of Light Throughput","SM: Pipe Alu Cycles Active","%","0.43","0.44","0.44"
"2644508","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","(128, 1, 1)","(1, 2, 8)","0","8.9","8","GPU Speed Of Light Throughput","SM: Pipe Fma Cycles Active","%","0.16","0.17","0.16"
"2644508","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","(128, 1, 1)","(1, 2, 8)","0","8.9","8","GPU Speed Of Light Throughput","SM: Pipe Fmaheavy Cycles Active","%","0.19","0.19","0.19"
"2644508","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","(128, 1, 1)","(1, 2, 8)","0","8.9","8","GPU Speed Of Light Throughput","SM: Pipe Fp64 Cycles Active","%","0.00","0.00","0.00"
"2644508","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","(128, 1, 1)","(1, 2, 8)","0","8.9","8","GPU Speed Of Light Throughput","SM: Pipe Tensor Cycles Active","%","1.12","1.15","1.15"
"2644508","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","(128, 1, 1)","(1, 2, 8)","0","8.9","8","GPU Speed Of Light Throughput","SM: Pipe Tensor Cycles Active V2","%","1.12","1.15","1.15"
"2644508","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","(128, 1, 1)","(1, 2, 8)","0","8.9","8","GPU Speed Of Light Throughput","DRAM: Cycles Active","%","3.69","3.74","3.72"
"2644508","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","(128, 1, 1)","(1, 2, 8)","0","8.9","8","GPU Speed Of Light Throughput","DRAM: Dram Sectors","%","2.19","2.22","2.21"
"2644508","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","(128, 1, 1)","(1, 2, 8)","0","8.9","8","GPU Speed Of Light Throughput","GPU: Compute Memory Access Throughput Internal Activity","%","1.46","1.56","1.52"
"2644508","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","(128, 1, 1)","(1, 2, 8)","0","8.9","8","GPU Speed Of Light Throughput","GPU: Compute Memory Request Throughput Internal Activity","%","0.00","0.00","0.00"
"2644508","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","(128, 1, 1)","(1, 2, 8)","0","8.9","8","GPU Speed Of Light Throughput","L1: Data Bank Reads","%","0.33","0.34","0.34"
"2644508","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","(128, 1, 1)","(1, 2, 8)","0","8.9","8","GPU Speed Of Light Throughput","L1: Data Bank Writes","%","0.09","0.09","0.09"
"2644508","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","(128, 1, 1)","(1, 2, 8)","0","8.9","8","GPU Speed Of Light Throughput","L1: Data Pipe Lsu Wavefronts","%","0.99","1.01","1.01"
"2644508","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","(128, 1, 1)","(1, 2, 8)","0","8.9","8","GPU Speed Of Light Throughput","L1: Data Pipe Tex Wavefronts","%","0.00","0.00","0.00"
"2644508","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","(128, 1, 1)","(1, 2, 8)","0","8.9","8","GPU Speed Of Light Throughput","L1: F Wavefronts","%","0.00","0.00","0.00"
"2644508","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","(128, 1, 1)","(1, 2, 8)","0","8.9","8","GPU Speed Of Light Throughput","L1: Lsu Writeback Active","%","0.69","0.71","0.70"
"2644508","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","(128, 1, 1)","(1, 2, 8)","0","8.9","8","GPU Speed Of Light Throughput","L1: Lsuin Requests","%","0.74","0.76","0.75"
"2644508","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","(128, 1, 1)","(1, 2, 8)","0","8.9","8","GPU Speed Of Light Throughput","L1: M L1tex2xbar Req Cycles Active","%","0.14","0.14","0.14"
"2644508","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","(128, 1, 1)","(1, 2, 8)","0","8.9","8","GPU Speed Of Light Throughput","L1: M Xbar2l1tex Read Sectors","%","0.29","0.30","0.29"
"2644508","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","(128, 1, 1)","(1, 2, 8)","0","8.9","8","GPU Speed Of Light Throughput","L1: Tex Writeback Active","%","0.00","0.00","0.00"
"2644508","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","(128, 1, 1)","(1, 2, 8)","0","8.9","8","GPU Speed Of Light Throughput","L1: Texin Sm2tex Req Cycles Active","%","0.07","0.07","0.07"
"2644508","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","(128, 1, 1)","(1, 2, 8)","0","8.9","8","GPU Speed Of Light Throughput","L2: D Atomic Input Cycles Active","%","0.00","0.00","0.00"
"2644508","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<96, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<96, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","(128, 1, 1)","(1, 2, 8)","0","8.9","8","GPU Speed Of Light Throughput","L2: D Sectors","%","1.37","1.41","1.39"
